_id,Complaint Number,Channel of Receipt,Initial Request Date for Information,Complaint Subject,Complaint Receipt Date,Entity Complained Against,Closing Date,Decision,Number of Treatment Days,Status,Complainant Type,Freedom of Information Request Subject
991, 63/24,Online Form,2022-11-14 00:00:00,No Response,2024-02-20 00:00:00,משרד הבריאות,2024-04-18 00:00:00,Justified,58,Treatment Completed,עמותה,כיסוי חיסוני בישראל ומדיניות הסברה
992, 242/24,Online Form,2024-01-05 00:00:00,No Response,2024-09-07 00:00:00,משרד התיירות,,,35,In Treatment,אזרח,נהלי משרד התיירות
993, 261/24,Online Form,2024-10-04 00:00:00,No Response,2024-07-15 00:00:00,משרד הבריאות,,,29,In Treatment,אחר,משלוח מזון מבית עסק לבית הצרכן
994, 129/23,Online Form,2023-02-28 00:00:00,No Response,2023-03-28 00:00:00,משרד הבריאות,2023-06-07 00:00:00,Justified,71,Treatment Completed,אזרח,אי מתן מענה לבקשתי לרשומות מהפסיכיאטר המחוזי מרכז
995, 426/23,Online Form,2023-07-29 00:00:00,No Response,2023-03-10 00:00:00,צהל,2024-04-15 00:00:00,Justified,195,Treatment Completed,עמותה,החלטת ממשלה 682
996, 288/22,Online Form,2022-04-24 00:00:00,Lack of Justification,2022-04-07 00:00:00,משרד הבינוי והשיכון,2022-08-10 00:00:00,Unjustified,37,Treatment Completed,אזרח,הטלת קנסות על החברות המשכנות ותלונות הציבור
997, 249/22,Online Form,2022-02-24 00:00:00,No Response,2022-08-06 00:00:00,שירות בתי הסוהר,2022-08-23 00:00:00,Justified,76,Treatment Completed,עמותה,נתוני אסירים בטחוניים 2021
998, 274/23,Online Form,2022-11-22 00:00:00,No Response,2023-07-14 00:00:00,המשרד להגנת הסביבה,2023-08-01 00:00:00,Justified,18,Treatment Completed,עמותה,תשלום למודיע על השלכת פסלת שלא כדין
999, 269/22,Online Form,2022-04-24 00:00:00,Lack of Justification,2022-06-16 00:00:00,משרד הרווחה והשירותים החברתיים,2024-04-09 00:00:00,Unjustified,663,Treatment Completed,אזרח,מידע אודות הוסטל נחלים ברכסים
1000, 227/23,Online Form,2023-09-04 00:00:00,No Response,2023-06-15 00:00:00,צהל,2024-01-08 00:00:00,Justified,207,Treatment Completed,עמותה,בני מהגרים בלימודים
1001, 197/22,Online Form,2022-06-01 00:00:00,No Response,2022-09-05 00:00:00,צהל,2022-08-02 00:00:00,Justified,85,Treatment Completed,אזרח,"תנאי הזכאות לקבלת גמול השתלמות (גמוש) לקצינים בשירות קבע"""
1002, 257/22,Online Form,2022-09-02 00:00:00,No Response,2022-06-14 00:00:00,המשרד להגנת הסביבה,2022-09-11 00:00:00,Justified,89,Treatment Completed,אזרח,בקשה לקבלת סקרי קרקע בתחנת דלק
1003, 320/23,Online Form,2023-03-04 00:00:00,No Response,2023-10-08 00:00:00,משטרת ישראל,2023-08-24 00:00:00,Unjustified,14,Treatment Completed,אזרח,קבלת מידע מה עלה 
1004, 101/24,Online Form,2024-02-26 00:00:00,No Response,2024-03-28 00:00:00,משרד המשפטים,2024-04-03 00:00:00,Unjustified,6,Treatment Completed,אזרח,כתבי אישום בחתך דת
1005, 271/22,Online Form,2021-01-12 00:00:00,No Response,2022-06-19 00:00:00,משרד הבריאות,2022-09-11 00:00:00,Justified,84,Treatment Completed,חברה,"החלטות ונהלים בנושא שינוי בשבן"""
1006, 418/23,Online Form,2023-08-20 00:00:00,No Response,2023-09-21 00:00:00,משרד החינוך,2023-12-14 00:00:00,Unjustified,84,Treatment Completed,אזרח,תנאי עבודה
1007, 428/22,Online Form,2022-10-09 00:00:00,Lack of Justification,2022-11-13 00:00:00,משרד הפנים,2022-12-22 00:00:00,Unjustified,39,Treatment Completed,אזרח,חיוב אגרת שמירה בניגוד לתקנון וגם ביח' משנה
1008, 102/22,Online Form,2021-12-13 00:00:00,No Response,2022-03-13 00:00:00,משרד החינוך,2022-04-11 00:00:00,Unjustified,29,Treatment Completed,אזרח,כתובת המוסד בית התלמוד שערי תורה
1009, 232/22,Online Form,2022-03-28 00:00:00,No Response,2022-05-30 00:00:00,הנהלת בתי הדין הרבניים,2022-07-18 00:00:00,Justified,49,Treatment Completed,אזרח,נהלי פטורים טוענים רבניים
1010, 209/23,Online Form,2023-03-01 00:00:00,No Response,2023-05-30 00:00:00,משרד המשפטים,2023-07-12 00:00:00,Justified,43,Treatment Completed,עמותה,"נהלים ומדיניות- פמי"""
1011, 260/24,Online Form,2024-02-16 00:00:00,No Response,2024-07-15 00:00:00,צהל,2024-08-11 00:00:00,Justified,27,Treatment Completed,עמותה,"פילוח הפיקוד הבכיר בצהל לפי חינוך"""
1012, 183/22,Online Form,2022-04-26 00:00:00,No Response,2022-04-26 00:00:00,הנהלת בתי הדין הרבניים,2022-05-26 00:00:00,Unjustified,30,Treatment Completed,אזרח,עובד ודיינים שהושהו בסוף 2016
1013, 238/22,Online Form,2022-01-19 00:00:00,No Response,2022-02-06 00:00:00,צהל,2022-08-04 00:00:00,Justified,63,Treatment Completed,עמותה,"ענישה במקרי עבירות בטחון בבימש הצבאיים באיו""ש"""
1014, 414/22,Online Form,2022-10-05 00:00:00,No Response,2022-10-23 00:00:00,משרד הבריאות,2023-05-04 00:00:00,Justified,193,Treatment Completed,אזרח,לידות שקטות והפלות
1015, 59/24,Online Form,2024-02-14 00:00:00,No Response,2024-02-14 00:00:00,משרד התחבורה והבטיחות בדרכים,2024-05-06 00:00:00,Justified,82,Treatment Completed,אזרח,תחבורה ציבורית
1016, 11/23,Online Form,2022-11-22 00:00:00,No Response,2023-10-01 00:00:00,משרד הכלכלה,2023-01-11 00:00:00,Unjustified,1,Treatment Completed,אזרח,אי קבלת מענה רשמי 
1017, 66/24,Online Form,2023-04-18 00:00:00,No Response,2024-02-25 00:00:00,משרד הבריאות,2024-05-02 00:00:00,Justified,67,Treatment Completed,אחר,מכשיר INVOS
1018, 273/22,Online Form,2022-05-17 00:00:00,No Response,2022-06-20 00:00:00,משרד המשפטים,2022-06-27 00:00:00,Unjustified,7,Treatment Completed,אזרח,שומת מקרקעין בגוש 7079 חלקה 12
1019, 121/24,Online Form,2023-06-08 00:00:00,No Response,2024-04-15 00:00:00,משרד המשפטים,2024-04-17 00:00:00,Unjustified,2,Treatment Completed,אזרח,אי מתן מענה !במועד! סמוכין 383730 תאריך 06.08.23 
1020, 289/24,Online Form,2023-07-29 00:00:00,No Response,2024-09-08 00:00:00,משרד המשפטים,,,4,In Treatment,אזרח,חקירות אישי ציבור
1021, 40/22,Online Form,2021-12-26 00:00:00,No Response,2022-01-02 00:00:00,משרד העבודה,2022-05-26 00:00:00,Justified,114,Treatment Completed,חברה,צווי בטיחות חברת ארקאן
1022, 238/24,Online Form,2024-03-25 00:00:00,No Response,2024-08-07 00:00:00,משרד התקשורת,2024-07-22 00:00:00,Justified,14,Treatment Completed,אזרח,מדידות כיסוי סלולרי בכביש 31
1023, 265/22,Online Form,2021-11-25 00:00:00,No Response,2022-06-16 00:00:00,משרד החינוך,2023-01-26 00:00:00,Justified,225,Treatment Completed,עמותה,מיפוי מספר מסגרות ייעודיות ותלמידים עם אוטיזם
1024, 249/24,Online Form,2024-02-22 00:00:00,No Response,2024-07-14 00:00:00,משרד הבריאות,,,30,In Treatment,אזרח,דיווח תרומות למשרד הבריאות
1025, 38/23,Online Form,2023-06-01 00:00:00,No Response,2023-07-02 00:00:00,משרד האוצר,2023-06-08 00:00:00,Unjustified,121,Treatment Completed,עמותה,"פעילות משרד האוצר בתקשורת ביחס לשכר, תנאים"
1026, 632/21,Online Form,2021-02-09 00:00:00,No Response,2021-12-24 00:00:00,משרד הבריאות,2022-02-14 00:00:00,Unjustified,52,Treatment Completed,אזרח,שכר רבנים שכר ממונה חשיפה
1027, 173/22,Online Form,2022-03-24 00:00:00,No Response,2022-04-23 00:00:00,משטרת ישראל,2022-05-04 00:00:00,Unjustified,11,Treatment Completed,אזרח,פנייה 99072
1028, 12/23,Online Form,2022-06-12 00:00:00,No Response,2023-10-01 00:00:00,משרד הכלכלה,2023-02-20 00:00:00,Unjustified,41,Treatment Completed,אזרח,"מתן חסות עובד ציבור על ידי מנכל משרד הכלכלה """
1029, 75/24,Online Form,2023-09-14 00:00:00,No Response,2024-05-03 00:00:00,משרד המשפטים,2024-03-13 00:00:00,Justified,8,Treatment Completed,אזרח,ארגונים מאושרים על ידי שר המשפטים
1030, 631/21,Online Form,2021-10-25 00:00:00,No Response,2021-12-23 00:00:00,רשות מקרקעי ישראל,2022-02-07 00:00:00,Partially Justified,46,Treatment Completed,אזרח,"מסמכי הפרויקט הידוע כמנהטן 15 "" בנתיבות"""
1031, 71/24,Online Form,2024-01-31 00:00:00,No Response,2024-04-03 00:00:00,משרד התחבורה והבטיחות בדרכים,2024-03-13 00:00:00,Unjustified,9,Treatment Completed,אזרח,מידע-מס' בקשות שלא נענו בצורה תקינה
1032, 49/23,Online Form,2022-11-15 00:00:00,No Response,2023-09-02 00:00:00,שירות בתי הסוהר,2023-03-29 00:00:00,Justified,48,Treatment Completed,עמותה,אסירי עולם
1033, 23/22,Online Form,2021-10-20 00:00:00,No Response,2022-01-19 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,127,Treatment Completed,אזרח,"רשיונות ללא מגע"""""
1034, 49/22,Online Form,2022-02-01 00:00:00,No Response,2022-08-02 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,107,Treatment Completed,אזרח,מידע בנושאים שונים בנושא קורונה
1035, 82/22,Online Form,2021-09-14 00:00:00,No Response,2022-01-03 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-03-16 00:00:00,Justified,15,Treatment Completed,אזרח,מתן מידע לפי חוק חופש המידע
1036, 621/21,Online Form,2021-01-12 00:00:00,Fees,2021-12-19 00:00:00,משטרת ישראל,2022-03-16 00:00:00,Unjustified,87,Treatment Completed,אזרח,סימוכין - 100-80-7-1
1037, 67/22,Online Form,2021-12-19 00:00:00,No Response,2022-02-20 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,95,Treatment Completed,אחר,העברת מסמכים 
1038, 1/23,Online Form,2022-01-09 00:00:00,No Response,2023-01-01 00:00:00,צהל,2023-08-10 00:00:00,Justified,221,Treatment Completed,אזרח,מתן מענה לא ענייני וחלקי ביותר
1039, 20/23,Online Form,2022-11-13 00:00:00,No Response,2023-01-15 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-05-31 00:00:00,Justified,136,Treatment Completed,עמותה,ערעור טובין בייבוא אישי
1040, 111/24,Online Form,2023-11-14 00:00:00,No Response,2024-09-04 00:00:00,משרד הבריאות,2024-06-06 00:00:00,Justified,58,Treatment Completed,עמותה,יישום חוק חובת דיווח
1041, 73/23,Online Form,2023-02-22 00:00:00,No Response,2023-02-28 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-03-01 00:00:00,Unjustified,1,Treatment Completed,אזרח,אי קבלת מענה
1042, 387/22,Online Form,2022-07-31 00:00:00,No Response,2022-09-20 00:00:00,משרד העבודה,2023-05-04 00:00:00,Justified,226,Treatment Completed,חברה,פיגומים ממוכנים
1043, 258/24,Online Form,2024-05-28 00:00:00,No Response,2024-07-15 00:00:00,משרד החינוך,2024-07-23 00:00:00,Justified,8,Treatment Completed,אזרח,תיעוד מגן אסיף
1044, 112/24,Online Form,2023-11-14 00:00:00,No Response,2024-09-04 00:00:00,משרד החינוך,2024-05-02 00:00:00,Justified,23,Treatment Completed,עמותה,יישום חוק חובת דיווח
1045, 53/23,Online Form,2023-09-01 00:00:00,No Response,2023-02-14 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-03-05 00:00:00,Justified,20,Treatment Completed,אזרח,אי מתן מענה ממשרד התחבורה
1046, 479/23,Online Form,2023-02-10 00:00:00,No Response,2023-11-18 00:00:00,הרשות הארצית לכבאות והצלה,2023-11-23 00:00:00,Unjustified,5,Treatment Completed,אחר,אי קבלת מענה ומענה משתלח מצד הגורם ברשות
1047, 50/22,Online Form,2021-09-08 00:00:00,No Response,2022-10-02 00:00:00,המשרד להגנת הסביבה,2022-05-26 00:00:00,Justified,105,Treatment Completed,אזרח,מיחזור צמיגים
1048, 15/24,Online Form,2023-10-19 00:00:00,No Response,2024-11-01 00:00:00,שירות בתי הסוהר,2024-03-13 00:00:00,Justified,62,Treatment Completed,עמותה,מידע סטטיסטי לשנתון
1049, 327/22,Online Form,2022-04-07 00:00:00,No Response,2022-05-08 00:00:00,הנהלת בתי המשפט,2022-08-07 00:00:00,Partially Justified,2,Treatment Completed,אזרח,עדכון מניעויות רשמים
1050, 69/24,Online Form,2024-01-01 00:00:00,No Response,2024-02-26 00:00:00,שירות בתי הסוהר,2024-04-18 00:00:00,Justified,52,Treatment Completed,עמותה,לוחות המזון לעצורים ולאסירים ביטחוניים
1051, 355/22,Online Form,2022-06-14 00:00:00,No Response,2022-08-22 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-12-18 00:00:00,Justified,118,Treatment Completed,אזרח,תחומי אחריות כפר יונה
1052, 196/22,Online Form,2022-08-01 00:00:00,No Response,2022-08-05 00:00:00,משרד הבריאות,2022-08-01 00:00:00,Justified,86,Treatment Completed,אזרח,פירוט חלוקת תמיכות
1053, 212/24,Online Form,2024-05-15 00:00:00,No Response,2024-06-20 00:00:00,משטרת ישראל,2024-07-01 00:00:00,Unjustified,11,Treatment Completed,עמותה,"תיקי פלא נוער בהפגנות"""
1054, 93/24,Online Form,2023-08-11 00:00:00,No Response,2024-03-14 00:00:00,משרד המשפטים,2024-03-19 00:00:00,Unjustified,5,Treatment Completed,אזרח,אי מתן מענה !במועד! סמוכין 395054 תאריך 08.11.23 
1055, 419/23,Online Form,2023-05-16 00:00:00,No Response,2023-09-22 00:00:00,משרד הבריאות,2024-02-08 00:00:00,Justified,140,Treatment Completed,אזרח,מסמכי חידוש רישיון
1056, 94/22,Online Form,2021-11-28 00:00:00,No Response,2022-03-13 00:00:00,שירות בתי הסוהר,2022-03-24 00:00:00,Justified,11,Treatment Completed,אזרח,אי קבלת מענה חופש המידע
1057, 309/22,Online Form,2022-04-26 00:00:00,No Response,2022-07-25 00:00:00,משרד הבריאות,2022-07-27 00:00:00,Unjustified,2,Treatment Completed,אזרח,פנייתי 65539
1058, 107/22,Online Form,2021-11-05 00:00:00,No Response,2022-03-18 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,69,Treatment Completed,אזרח,"רשימת משווקי בשר, עופות ודגים ומספרי הזיהוי הווטרינרי שלהם"
1059, 267/24,Online Form,2024-05-16 00:00:00,Lack of Justification,2024-07-17 00:00:00,משרד התחבורה והבטיחות בדרכים,,,28,In Treatment,אזרח,פרוטוקול רכבת
1060, 21/22,Online Form,2021-08-09 00:00:00,No Response,2022-01-19 00:00:00,משרד הבריאות,2022-02-13 00:00:00,Justified,25,Treatment Completed,אזרח,השמדת קנאביס רפואי
1061, 158/22,Online Form,2022-09-02 00:00:00,No Response,2022-07-04 00:00:00,משרד החינוך,2022-04-28 00:00:00,Justified,21,Treatment Completed,אזרח,בקשה לקבלת מידע עבור בית ספר בחיפה
1062, 129/24,Online Form,2023-06-03 00:00:00,No Response,2024-04-29 00:00:00,משרד המשפטים,2024-07-03 00:00:00,Justified,65,Treatment Completed,אזרח,הנחיית משרד המשפטים
1063, 7/24,Online Form,2023-06-12 00:00:00,No Response,2024-05-01 00:00:00,משרד ראש הממשלה,2024-01-29 00:00:00,Unjustified,24,Treatment Completed,אזרח,פירוט הטיפול בטופס פניות הציבור
1064, 249/23,Online Form,2022-10-25 00:00:00,No Response,2023-06-26 00:00:00,משרד הבריאות,2023-12-20 00:00:00,Justified,177,Treatment Completed,עמותה,יבוא ושיווק דגים ומוצרי דגים
1065, 240/24,Online Form,2024-05-28 00:00:00,No Response,2024-08-07 00:00:00,הרשות הארצית לכבאות והצלה,2024-08-06 00:00:00,Justified,29,Treatment Completed,אזרח,"בקשה לדוח כיבוי דליקה בין 15-14 יולי 2023 בבניין ברחוב יוסף הגידם 13 חיפה"""
1066, 186/23,Online Form,2023-03-22 00:00:00,No Response,2023-11-05 00:00:00,צהל,2023-08-31 00:00:00,Justified,112,Treatment Completed,עמותה,ישיבות הסדר
1067, 43/23,Online Form,2022-08-07 00:00:00,No Response,2023-08-02 00:00:00,משרד הבריאות,,Treatment Completed,25/04/2023,Unknown,אזרח,לא נשלח הדוח
