_id,Complaint Number,Channel of Receipt,Initial Request Date for Information,Complaint Subject,Complaint Receipt Date,Entity Complained Against,Closing Date,Decision,Number of Treatment Days,Status,Complainant Type,Freedom of Information Request Subject,Complaint Receipt Year,Complaint Receipt Month,Initial Response Days,Justified
972, 184/23,Online Form,2023-04-02 00:00:00,Lack of Justification,2023-11-05 00:00:00,משרד המשפטים,2023-05-11 00:00:00,Unjustified,0.0,Treatment Completed,אזרח,פרוטוקולים לשכת היועמש,2023,11,217,0
973, 9/23,Online Form,2022-08-23 00:00:00,No Response,2023-08-01 00:00:00,משרד הבריאות,2023-03-05 00:00:00,Justified,56.0,Treatment Completed,אזרח,אי מענה לקבלת תקנות ,2023,8,343,1
974, 392/23,Online Form,2023-06-27 00:00:00,Lack of Justification,2023-01-09 00:00:00,מרכז רפואי שיבא,2024-01-10 00:00:00,Justified,131.0,Treatment Completed,אזרח,נורות פוטותרפיה,2023,1,0,1
975, 239/24,Online Form,2024-05-28 00:00:00,No Response,2024-08-07 00:00:00,הרשות הארצית לכבאות והצלה,2024-08-06 00:00:00,Justified,29.0,Treatment Completed,אזרח,"בקשה לדוח כיבוי חוקר דליקות על שריפה בין 15-14 יולי 2023 בבניין ברחוב יוסף הגידם 13 חיפה""",2024,8,71,1
976, 6/24,Online Form,2023-03-12 00:00:00,No Response,2024-05-01 00:00:00,משרד ראש הממשלה,2024-01-29 00:00:00,Unjustified,25.0,Treatment Completed,אזרח,אי מתן מענה לבקשת מידע סמוכין 397772 03.12.23 ,2024,5,416,0
977, 39/22,Online Form,2021-05-09 00:00:00,No Response,2022-01-31 00:00:00,משרד הבריאות,2022-03-28 00:00:00,Justified,56.0,Treatment Completed,עמותה,מערך הפיקוח על המזון ,2022,1,267,1
978, 420/23,Online Form,2023-07-16 00:00:00,No Response,2023-09-26 00:00:00,משרד החקלאות ופיתוח הכפר,2023-11-06 00:00:00,Justified,41.0,Treatment Completed,עמותה,ביקורות בחזיריות,2023,9,72,1
979, 429/22,Online Form,2022-04-13 00:00:00,No Response,2022-11-13 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2023-05-03 00:00:00,Justified,171.0,Treatment Completed,אזרח,שיתוף פעולה בין מנהל הבטיחות בזרוע ויחידת פלס,2022,11,214,1
980, 269/24,Online Form,2024-05-18 00:00:00,Lack of Justification,2024-07-17 00:00:00,משרד התחבורה והבטיחות בדרכים,,,28.0,In Treatment,אזרח,פרוטוקולים שונים,2024,7,60,0
981, 53/24,Online Form,2023-09-22 00:00:00,No Response,2024-11-02 00:00:00,משרד הבריאות,2024-04-04 00:00:00,Justified,53.0,Treatment Completed,אזרח,"מספר בוגרים ישראלים מחול""",2024,11,407,1
982, 354/22,Online Form,2021-10-28 00:00:00,No Response,2022-08-22 00:00:00,משטרת ישראל,2022-09-08 00:00:00,Unjustified,17.0,Treatment Completed,אזרח,השלמת נתונים - יוצאי אתיופיה,2022,8,298,0
983, 311/22,Online Form,2022-01-31 00:00:00,No Response,2022-07-27 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-08-18 00:00:00,Justified,22.0,Treatment Completed,אזרח,תקצוב משרד התחבורה פרויקטים תחבורתיים וסובסידיות בגדה המערבית,2022,7,177,1
984, 636/21,Online Form,2021-08-19 00:00:00,No Response,2021-12-27 00:00:00,משרד הבריאות,2022-03-28 00:00:00,Justified,91.0,Treatment Completed,אזרח,שאלות לגבי בידוד נגיף הקורונה,2021,12,130,1
985, 26/23,Online Form,2022-11-22 00:00:00,Lack of Justification,2023-01-22 00:00:00,משרד הבינוי והשיכון,2023-04-25 00:00:00,Justified,94.0,Treatment Completed,אזרח,בקשה לקבלת אסמכתאות להעברת כספים,2023,1,61,1
986, 28/24,Online Form,2023-07-20 00:00:00,No Response,2024-01-27 00:00:00,משרד החינוך,2024-04-11 00:00:00,Justified,75.0,Treatment Completed,אזרח,הפעלת סמכותו של מנהל המחוז,2024,1,191,1
987, 108/23,Online Form,2022-11-21 00:00:00,No Response,2023-12-03 00:00:00,צבא הגנה לישראל,2023-06-20 00:00:00,Justified,100.0,Treatment Completed,עמותה,הליכי גיוס לבעלי קושי נפשי,2023,12,377,1
988, 340/22,Online Form,2022-01-26 00:00:00,Lack of Justification,2022-08-15 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-01-26 00:00:00,Justified,164.0,Treatment Completed,אזרח,העתק ממסמכי מכרז,2022,8,201,1
989, 395/22,Online Form,2022-11-05 00:00:00,No Response,2022-09-22 00:00:00,משרד הבריאות,2023-01-18 00:00:00,Justified,119.0,Treatment Completed,אזרח,קבלת מידע בנושא תאי לחץ גבוה ומתון,2022,9,0,1
990, 5/24,Online Form,2023-08-24 00:00:00,Lack of Justification,2024-04-01 00:00:00,רשות האוכלוסין וההגירה,2024-01-25 00:00:00,Justified,21.0,Treatment Completed,עמותה,העתק ממרשם האוכלוסין,2024,4,221,1
991, 63/24,Online Form,2022-11-14 00:00:00,No Response,2024-02-20 00:00:00,משרד הבריאות,2024-04-18 00:00:00,Justified,58.0,Treatment Completed,עמותה,כיסוי חיסוני בישראל ומדיניות הסברה,2024,2,463,1
992, 242/24,Online Form,2024-01-05 00:00:00,No Response,2024-09-07 00:00:00,משרד התיירות,,,35.0,In Treatment,אזרח,נהלי משרד התיירות,2024,9,246,0
993, 261/24,Online Form,2024-10-04 00:00:00,No Response,2024-07-15 00:00:00,משרד הבריאות,,,29.0,In Treatment,אחר,משלוח מזון מבית עסק לבית הצרכן,2024,7,0,0
994, 129/23,Online Form,2023-02-28 00:00:00,No Response,2023-03-28 00:00:00,משרד הבריאות,2023-06-07 00:00:00,Justified,71.0,Treatment Completed,אזרח,אי מתן מענה לבקשתי לרשומות מהפסיכיאטר המחוזי מרכז,2023,3,28,1
995, 426/23,Online Form,2023-07-29 00:00:00,No Response,2023-03-10 00:00:00,צבא הגנה לישראל,2024-04-15 00:00:00,Justified,195.0,Treatment Completed,עמותה,החלטת ממשלה 682,2023,3,0,1
996, 288/22,Online Form,2022-04-24 00:00:00,Lack of Justification,2022-04-07 00:00:00,משרד הבינוי והשיכון,2022-08-10 00:00:00,Unjustified,37.0,Treatment Completed,אזרח,הטלת קנסות על החברות המשכנות ותלונות הציבור,2022,4,0,0
997, 249/22,Online Form,2022-02-24 00:00:00,No Response,2022-08-06 00:00:00,שירות בתי הסוהר,2022-08-23 00:00:00,Justified,76.0,Treatment Completed,עמותה,נתוני אסירים בטחוניים 2021,2022,8,163,1
998, 274/23,Online Form,2022-11-22 00:00:00,No Response,2023-07-14 00:00:00,המשרד להגנת הסביבה,2023-08-01 00:00:00,Justified,18.0,Treatment Completed,עמותה,תשלום למודיע על השלכת פסלת שלא כדין,2023,7,234,1
999, 269/22,Online Form,2022-04-24 00:00:00,Lack of Justification,2022-06-16 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2024-04-09 00:00:00,Unjustified,663.0,Treatment Completed,אזרח,מידע אודות הוסטל נחלים ברכסים,2022,6,53,0
1000, 227/23,Online Form,2023-09-04 00:00:00,No Response,2023-06-15 00:00:00,צבא הגנה לישראל,2024-01-08 00:00:00,Justified,207.0,Treatment Completed,עמותה,בני מהגרים בלימודים,2023,6,0,1
1001, 197/22,Online Form,2022-06-01 00:00:00,No Response,2022-09-05 00:00:00,צבא הגנה לישראל,2022-08-02 00:00:00,Justified,85.0,Treatment Completed,אזרח,"תנאי הזכאות לקבלת גמול השתלמות (גמוש) לקצינים בשירות קבע""",2022,9,96,1
1002, 257/22,Online Form,2022-09-02 00:00:00,No Response,2022-06-14 00:00:00,המשרד להגנת הסביבה,2022-09-11 00:00:00,Justified,89.0,Treatment Completed,אזרח,בקשה לקבלת סקרי קרקע בתחנת דלק,2022,6,0,1
1003, 320/23,Online Form,2023-03-04 00:00:00,No Response,2023-10-08 00:00:00,משטרת ישראל,2023-08-24 00:00:00,Unjustified,14.0,Treatment Completed,אזרח,קבלת מידע מה עלה ,2023,10,218,0
1004, 101/24,Online Form,2024-02-26 00:00:00,No Response,2024-03-28 00:00:00,משרד המשפטים,2024-04-03 00:00:00,Unjustified,6.0,Treatment Completed,אזרח,כתבי אישום בחתך דת,2024,3,31,0
1005, 271/22,Online Form,2021-01-12 00:00:00,No Response,2022-06-19 00:00:00,משרד הבריאות,2022-09-11 00:00:00,Justified,84.0,Treatment Completed,חברה,"החלטות ונהלים בנושא שינוי בשבן""",2022,6,523,1
1006, 418/23,Online Form,2023-08-20 00:00:00,No Response,2023-09-21 00:00:00,משרד החינוך,2023-12-14 00:00:00,Unjustified,84.0,Treatment Completed,אזרח,תנאי עבודה,2023,9,32,0
1007, 428/22,Online Form,2022-10-09 00:00:00,Lack of Justification,2022-11-13 00:00:00,משרד הפנים,2022-12-22 00:00:00,Unjustified,39.0,Treatment Completed,אזרח,חיוב אגרת שמירה בניגוד לתקנון וגם ביח' משנה,2022,11,35,0
1008, 102/22,Online Form,2021-12-13 00:00:00,No Response,2022-03-13 00:00:00,משרד החינוך,2022-04-11 00:00:00,Unjustified,29.0,Treatment Completed,אזרח,כתובת המוסד בית התלמוד שערי תורה,2022,3,90,0
1009, 232/22,Online Form,2022-03-28 00:00:00,No Response,2022-05-30 00:00:00,הנהלת בתי הדין הרבניים,2022-07-18 00:00:00,Justified,49.0,Treatment Completed,אזרח,נהלי פטורים טוענים רבניים,2022,5,63,1
1010, 209/23,Online Form,2023-03-01 00:00:00,No Response,2023-05-30 00:00:00,משרד המשפטים,2023-07-12 00:00:00,Justified,43.0,Treatment Completed,עמותה,"נהלים ומדיניות- פמי""",2023,5,90,1
1011, 260/24,Online Form,2024-02-16 00:00:00,No Response,2024-07-15 00:00:00,צבא הגנה לישראל,2024-08-11 00:00:00,Justified,27.0,Treatment Completed,עמותה,"פילוח הפיקוד הבכיר בצהל לפי חינוך""",2024,7,150,1
1012, 183/22,Online Form,2022-04-26 00:00:00,No Response,2022-04-26 00:00:00,הנהלת בתי הדין הרבניים,2022-05-26 00:00:00,Unjustified,30.0,Treatment Completed,אזרח,עובד ודיינים שהושהו בסוף 2016,2022,4,0,0
1013, 238/22,Online Form,2022-01-19 00:00:00,No Response,2022-02-06 00:00:00,צבא הגנה לישראל,2022-08-04 00:00:00,Justified,63.0,Treatment Completed,עמותה,"ענישה במקרי עבירות בטחון בבימש הצבאיים באיו""ש""",2022,2,18,1
1014, 414/22,Online Form,2022-10-05 00:00:00,No Response,2022-10-23 00:00:00,משרד הבריאות,2023-05-04 00:00:00,Justified,193.0,Treatment Completed,אזרח,לידות שקטות והפלות,2022,10,18,1
1015, 59/24,Online Form,2024-02-14 00:00:00,No Response,2024-02-14 00:00:00,משרד התחבורה והבטיחות בדרכים,2024-05-06 00:00:00,Justified,82.0,Treatment Completed,אזרח,תחבורה ציבורית,2024,2,0,1
1016, 11/23,Online Form,2022-11-22 00:00:00,No Response,2023-10-01 00:00:00,משרד הכלכלה,2023-01-11 00:00:00,Unjustified,1.0,Treatment Completed,אזרח,אי קבלת מענה רשמי ,2023,10,313,0
1017, 66/24,Online Form,2023-04-18 00:00:00,No Response,2024-02-25 00:00:00,משרד הבריאות,2024-05-02 00:00:00,Justified,67.0,Treatment Completed,אחר,מכשיר INVOS,2024,2,313,1
1018, 273/22,Online Form,2022-05-17 00:00:00,No Response,2022-06-20 00:00:00,משרד המשפטים,2022-06-27 00:00:00,Unjustified,7.0,Treatment Completed,אזרח,שומת מקרקעין בגוש 7079 חלקה 12,2022,6,34,0
1019, 121/24,Online Form,2023-06-08 00:00:00,No Response,2024-04-15 00:00:00,משרד המשפטים,2024-04-17 00:00:00,Unjustified,2.0,Treatment Completed,אזרח,אי מתן מענה !במועד! סמוכין 383730 תאריך 06.08.23 ,2024,4,312,0
1020, 289/24,Online Form,2023-07-29 00:00:00,No Response,2024-09-08 00:00:00,משרד המשפטים,,,4.0,In Treatment,אזרח,חקירות אישי ציבור,2024,9,407,0
1021, 40/22,Online Form,2021-12-26 00:00:00,No Response,2022-01-02 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2022-05-26 00:00:00,Justified,114.0,Treatment Completed,חברה,צווי בטיחות חברת ארקאן,2022,1,7,1
1022, 238/24,Online Form,2024-03-25 00:00:00,No Response,2024-08-07 00:00:00,משרד התקשורת,2024-07-22 00:00:00,Justified,14.0,Treatment Completed,אזרח,מדידות כיסוי סלולרי בכביש 31,2024,8,135,1
1023, 265/22,Online Form,2021-11-25 00:00:00,No Response,2022-06-16 00:00:00,משרד החינוך,2023-01-26 00:00:00,Justified,225.0,Treatment Completed,עמותה,מיפוי מספר מסגרות ייעודיות ותלמידים עם אוטיזם,2022,6,203,1
1024, 249/24,Online Form,2024-02-22 00:00:00,No Response,2024-07-14 00:00:00,משרד הבריאות,,,30.0,In Treatment,אזרח,דיווח תרומות למשרד הבריאות,2024,7,143,0
1025, 38/23,Online Form,2023-06-01 00:00:00,No Response,2023-07-02 00:00:00,משרד האוצר,2023-06-08 00:00:00,Unjustified,121.0,Treatment Completed,עמותה,"פעילות משרד האוצר בתקשורת ביחס לשכר, תנאים",2023,7,31,0
1026, 632/21,Online Form,2021-02-09 00:00:00,No Response,2021-12-24 00:00:00,משרד הבריאות,2022-02-14 00:00:00,Unjustified,52.0,Treatment Completed,אזרח,שכר רבנים שכר ממונה חשיפה,2021,12,318,0
1027, 173/22,Online Form,2022-03-24 00:00:00,No Response,2022-04-23 00:00:00,משטרת ישראל,2022-05-04 00:00:00,Unjustified,11.0,Treatment Completed,אזרח,פנייה 99072,2022,4,30,0
1028, 12/23,Online Form,2022-06-12 00:00:00,No Response,2023-10-01 00:00:00,משרד הכלכלה,2023-02-20 00:00:00,Unjustified,41.0,Treatment Completed,אזרח,"מתן חסות עובד ציבור על ידי מנכל משרד הכלכלה """,2023,10,476,0
1029, 75/24,Online Form,2023-09-14 00:00:00,No Response,2024-05-03 00:00:00,משרד המשפטים,2024-03-13 00:00:00,Justified,8.0,Treatment Completed,אזרח,ארגונים מאושרים על ידי שר המשפטים,2024,5,232,1
1030, 631/21,Online Form,2021-10-25 00:00:00,No Response,2021-12-23 00:00:00,רשות מקרקעי ישראל,2022-02-07 00:00:00,Partially Justified,46.0,Treatment Completed,אזרח,"מסמכי הפרויקט הידוע כמנהטן 15 "" בנתיבות""",2021,12,59,0
1031, 71/24,Online Form,2024-01-31 00:00:00,No Response,2024-04-03 00:00:00,משרד התחבורה והבטיחות בדרכים,2024-03-13 00:00:00,Unjustified,9.0,Treatment Completed,אזרח,מידע-מס' בקשות שלא נענו בצורה תקינה,2024,4,63,0
1032, 49/23,Online Form,2022-11-15 00:00:00,No Response,2023-09-02 00:00:00,שירות בתי הסוהר,2023-03-29 00:00:00,Justified,48.0,Treatment Completed,עמותה,אסירי עולם,2023,9,291,1
1033, 23/22,Online Form,2021-10-20 00:00:00,No Response,2022-01-19 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,127.0,Treatment Completed,אזרח,"רשיונות ללא מגע""""",2022,1,91,1
1034, 49/22,Online Form,2022-02-01 00:00:00,No Response,2022-08-02 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,107.0,Treatment Completed,אזרח,מידע בנושאים שונים בנושא קורונה,2022,8,182,1
1035, 82/22,Online Form,2021-09-14 00:00:00,No Response,2022-01-03 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-03-16 00:00:00,Justified,15.0,Treatment Completed,אזרח,מתן מידע לפי חוק חופש המידע,2022,1,111,1
1036, 621/21,Online Form,2021-01-12 00:00:00,Fees,2021-12-19 00:00:00,משטרת ישראל,2022-03-16 00:00:00,Unjustified,87.0,Treatment Completed,אזרח,סימוכין - 100-80-7-1,2021,12,341,0
1037, 67/22,Online Form,2021-12-19 00:00:00,No Response,2022-02-20 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,95.0,Treatment Completed,אחר,העברת מסמכים ,2022,2,63,1
1038, 1/23,Online Form,2022-01-09 00:00:00,No Response,2023-01-01 00:00:00,צבא הגנה לישראל,2023-08-10 00:00:00,Justified,221.0,Treatment Completed,אזרח,מתן מענה לא ענייני וחלקי ביותר,2023,1,357,1
1039, 20/23,Online Form,2022-11-13 00:00:00,No Response,2023-01-15 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-05-31 00:00:00,Justified,136.0,Treatment Completed,עמותה,ערעור טובין בייבוא אישי,2023,1,63,1
1040, 111/24,Online Form,2023-11-14 00:00:00,No Response,2024-09-04 00:00:00,משרד הבריאות,2024-06-06 00:00:00,Justified,58.0,Treatment Completed,עמותה,יישום חוק חובת דיווח,2024,9,295,1
1041, 73/23,Online Form,2023-02-22 00:00:00,No Response,2023-02-28 00:00:00,משרד התחבורה והבטיחות בדרכים,2023-03-01 00:00:00,Unjustified,1.0,Treatment Completed,אזרח,אי קבלת מענה,2023,2,6,0
1042, 387/22,Online Form,2022-07-31 00:00:00,No Response,2022-09-20 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2023-05-04 00:00:00,Justified,226.0,Treatment Completed,חברה,פיגומים ממוכנים,2022,9,51,1
1043, 258/24,Online Form,2024-05-28 00:00:00,No Response,2024-07-15 00:00:00,משרד החינוך,2024-07-23 00:00:00,Justified,8.0,Treatment Completed,אזרח,תיעוד מגן אסיף,2024,7,48,1
1044, 112/24,Online Form,2023-11-14 00:00:00,No Response,2024-09-04 00:00:00,משרד החינוך,2024-05-02 00:00:00,Justified,23.0,Treatment Completed,עמותה,יישום חוק חובת דיווח,2024,9,295,1
